Файл,Дата,День недели,Время,Подгруппа,Дисциплина,Тип занятия,Преподаватель,Кабинет
514_1_25052026_07062026.html,02.06.26,вторник,18:55-20:25,Общая группа,Проектное управление,Не указан,Бурцева Т.А.,14-121
514_1_25052026_07062026.html,02.06.26,вторник,18:55-20:25,01 подгруппа,Проектное управление,Не указан,Бурцева Т.А.,14-121
514_1_25052026_07062026.html,02.06.26,вторник,18:55-20:25,02 подгруппа,Проектное управление,Не указан,Бурцева Т.А.,14-121
