Файл,Дата,День недели,Время,Подгруппа,Дисциплина,Тип занятия,Преподаватель,Кабинет
26063_2_30032026_12042026.pdf,30.03.26,понедельник,10:00-11:30,Общая группа,Математика,Лекция,Левин М.Н.,2-209
26063_2_30032026_12042026.pdf,30.03.26,понедельник,11:45-13:15,Общая группа,История России,Лекция,Сенников А.И.,2-209
26063_2_30032026_12042026.pdf,30.03.26,понедельник,14:00-15:30,Общая группа,История России,Лекция,Сенников А.И.,2-209
26063_2_30032026_12042026.pdf,31.03.26,вторник,10:00-11:30,Общая группа,Алгоритмы и структуры данных,Лекция,Чистяков Г.А.,1-242
26063_2_30032026_12042026.pdf,31.03.26,вторник,11:45-13:15,Общая группа,Программирование,Лекция,Долженкова М.Л.,1-242
26063_2_30032026_12042026.pdf,31.03.26,вторник,14:00-15:30,01 подгруппа,Промпт-инжиниринг,Лабораторная работа,Метелев А.П.,3-204б
26063_2_30032026_12042026.pdf,31.03.26,вторник,15:45-17:15,01 подгруппа,Промпт-инжиниринг,Лабораторная работа,Метелев А.П.,3-204б
26063_2_30032026_12042026.pdf,01.04.26,среда,10:00-11:30,Общая группа,Введение в аппаратное обеспечение систем искусственного интеллекта,Лекция,Коржавина А.С.,1-534
26063_2_30032026_12042026.pdf,01.04.26,среда,11:45-13:15,Общая группа,Промпт-инжиниринг,Лекция,Харина Н.Л.,1-534
26063_2_30032026_12042026.pdf,02.04.26,четверг,08:20-09:50,01 подгруппа,Элективные дисциплины (модули) по физической культуре и спорту (11 039),Практическое занятие,Салопин О.М.,9-301
26063_2_30032026_12042026.pdf,02.04.26,четверг,08:20-09:50,01 подгруппа,Элективные дисциплины (модули) по физической культуре и спорту (11 126),Практическое занятие,Попова Н.Ю.,9-101
26063_2_30032026_12042026.pdf,02.04.26,четверг,08:20-09:50,02 подгруппа,Элективные дисциплины (модули) по физической культуре и спорту (21 285),Практическое занятие,Хвостенко С.Ю.,9-101
26063_2_30032026_12042026.pdf,02.04.26,четверг,08:20-09:50,01 подгруппа,Элективные дисциплины (модули) по физической культуре и спорту (21 284),Практическое занятие,Ромашов А.Ю.,9-115
